spata5,0
pou2f2,1
mgat4b,2
rfx3,3
bivm-ercc5,4
hadh,5
psme4,6
cxxc1,7
atp1a1,8
tppp,9
aldh18a1,10
kiaa2018,11
pde2a,12
napa,13
pds5a,14
trim36,15
hsa_circ_0100891,16
lepr,17
nktr,18
ypel3,19
myeov,20
numb,21
hsa_circ_0025454,22
dcaf11,23
hsa_circ_0008844,24
pik3r3,25
bage2,26
trap1,27
hsa_circ_0001212,28
hiatl2,29
creb1,30
fam134c,31
pdia5,32
snx29,33
ift140,34
hsa_circ_0011946,35
rgmb,36
lztr1,37
col23a1,38
slc38a11,39
uri1,40
pkn2,41
iqch,42
notch2nl,43
psmd12,44
dysf,45
gtpbp10,46
ppp6r1,47
adamts8,48
hsa_circ_0005239,49
fam120b,50
sema7a,51
wipf2,52
foxj2,53
gemin4,54
smg6,55
hsa_circ_0003192,56
nudt2,57
mllt10,58
ebag9,59
hsa_circ_0076906,60
zfand2b,61
acvr2a,62
tube1,63
loc100506124,64
ppp1r37,65
hsa_circ_0097271,66
zmynd11,67
tp53,68
hsa_circ_0023110,69
morc2,70
osbpl2,71
pold3,72
lrch4,73
cecr2,74
slc11a1,75
hsa_circ_0085020,76
ube2v2,77
txnip,78
elovl1,79
stx3,80
zyg11b,81
cdc37l1,82
cacna1e,83
hsa_circ_0113656,84
gabpb2,85
hsa_circ_0023064,86
reep5,87
pdia3,88
hsa_circ_0012077,89
pik3cd,90
hsd17b11,91
hsa_circ_0017515,92
hsa_circ_0005620,93
plekhg4,94
b4galnt3,95
ppox,96
npas2,97
lmbrd1,98
pcsk6,99
asb1,100
smtn,101
cpne3,102
ppp2r5a,103
epn1,104
pafah1b1,105
fzd3,106
bptf,107
eno3,108
psmc2,109
znf567,110
nvl,111
hsa_circ_0006774,112
smug1,113
hsa_circ_0007456,114
fbxw2,115
vamp8,116
lrrc14,117
ssu72,118
krt86,119
pgm3,120
trove2,121
hsa_circ_0008602,122
hsa_circ_0005402,123
snx1,124
pdss1,125
slc16a10,126
znhit1,127
cenpv,128
slc7a5p2,129
serpinb10,130
hsa_circ_001783,131
phf3,132
dffa,133
lrrc57,134
ptpn12,135
wdr1,136
hsa_circ_0007031,137
hsa_circ_0023858,138
ncoa2,139
mbnl2,140
hsa_circ_0067745,141
rnmt,142
znf800,143
arf6,144
hsa_circ_0059665,145
c1qtnf5,146
fkbp10,147
ctr9,148
usp32,149
wdr77,150
plekhm3,151
acadm,152
tfpi,153
gng11,154
hsa_circ_0005243,155
bckdhb,156
arhgef18,157
c17orf81,158
znf346,159
fdps,160
hsa_circ_0041124,161
plekha3,162
c9orf16,163
psmg2,164
them4,165
slc9a1,166
bicd1,167
pigt,168
cyth3,169
impa2,170
lrig1,171
mdm2,172
hsa_circ_0017252,173
fam78a,174
cpsf1,175
ankrd17,176
eif1,177
pabpc1l,178
snx3,179
copa,180
pold1,181
plcl1,182
ier3ip1,183
hiatl1,184
hmgn4,185
arnt,186
bst2,187
mccc2,188
hsa_circ_0016624,189
hsa_circ_0000596,190
eya1,191
crk,192
syt15,193
hsa_circ_0022935,194
ascc2,195
myadm,196
yif1b,197
igfbp5,198
loc728554,199
col6a3,200
hsa_circ_0002138,201
dhrs7b,202
g3bp1,203
hsa_circ_0017650,204
cog2,205
fermt2,206
traf4,207
rassf5,208
ctdspl,209
c16orf70,210
tmtc1,211
sp4,212
wdfy4,213
pzp,214
linc00467,215
igsf1,216
nbas,217
vat1,218
ap3s2,219
pank1,220
mcu,221
sncg,222
xylt2,223
hsa_circ_0005836,224
trip4,225
arhgap8,226
kif20b,227
rnf31,228
edn1,229
hsa_circrna_104700,230
nrk,231
kiaa0146,232
cenpn,233
ca8,234
syn3,235
unc50,236
hsa_circ_0042666,237
palm3,238
ifi30,239
cdca8,240
znf215,241
sema4g,242
rpusd2,243
hsa_circ_0006835,244
slc2a9,245
ube2d4,246
actn1,247
hsa_circ_0087432,248
lpp,249
hsa_circ_0001879,250
xrn2,251
zfx,252
lyst,253
tmem63b,254
slc35b4,255
adal,256
trafd1,257
znf85,258
hsa_circ_0088227,259
grb7,260
atad3b,261
ikbip,262
mgea5,263
hsa_circ_0008460,264
ngfr,265
lyl1,266
hsa_circ_0069399,267
erap2,268
vasp,269
atr,270
psmd9,271
srek1,272
dhrs3,273
b3gntl1,274
whsc1,275
nckap1,276
tuft1,277
csnk1g3,278
usp24,279
pde4b,280
rps23,281
fam114a1,282
ercc3,283
c14orf166,284
ncf1,285
hsa_circ_0014635,286
ankrd32,287
sdccag8,288
ttc7a,289
znf221,290
znf677,291
mmadhc,292
rnf13,293
msi2,294
ppp6c,295
fbxo9,296
pdss2,297
nr1h3,298
hsa_circ_0109320,299
xrra1,300
hsdl2,301
vac14,302
hsa_circ_0074026,303
lmbr1,304
pi4kap2,305
ssbp2,306
thy1,307
tbl1xr1,308
pfn2,309
abcg2,310
h2afy,311
praf2,312
znf562,313
slpi,314
hsa_circ_0082846,315
bmp7,316
znf585b,317
coq3,318
trabd,319
smad3,320
lck,321
rad54l,322
slc35f3,323
camk1,324
araf,325
zdhhc2,326
ampd2,327
ubqln4,328
tex22,329
psmd14,330
mta3,331
atm,332
eif3d,333
hsa_circ_0074169,334
fblim1,335
hsa_circ_0012346,336
mfap5,337
hsa_circ_0127664,338
arhgap32,339
mrps24,340
syt4,341
wrnip1,342
cep128,343
tor1b,344
mapkapk2,345
hsa_circ_0069131,346
hsa_circ_0007915,347
akr1b10,348
mast4,349
hsa_circ_0029696,350
dok1,351
cmip,352
ambp,353
znf91,354
efcab2,355
setd1b,356
osbp,357
alkbh3,358
hsa_circ_0007843,359
atg2b,360
dnajc7,361
rfwd2,362
hsa_circ_0001897,363
hic1,364
stx4,365
oaz1,366
zdhhc20,367
myh15,368
hsa_circ_0058246,369
l3mbtl1,370
rexo4,371
cga,372
sox6,373
amot,374
utp15,375
vdac3,376
hsa_circ_0000326,377
hsa_circ_0012342,378
uba5,379
fnbp4,380
usp46,381
rspry1,382
glod4,383
hsa_circ_0006459,384
hsa_circ_0001859,385
rnpep,386
rbx1,387
pard3b,388
mmp16,389
aimp2,390
fbxw8,391
fga,392
dopey2,393
hsa_circ_0002483,394
hsa_circ_0088088,395
myo5b,396
hsa_circ_0076808,397
tmx1,398
shkbp1,399
adam23,400
shmt1,401
clnk,402
znf3,403
hsa_circ_0089172,404
neto2,405
tax1bp1,406
hsa_circ_0084188,407
atp10d,408
hsa_circ_0090876,409
nxt1,410
fndc3b,411
rbms1,412
srrd,413
golga1,414
loc148696,415
ahsa2,416
jmy,417
hsa_circ_0008043,418
cpt1c,419
hsa_circ_0008945,420
mrpl34,421
hsa_circ_0000479,422
dach1,423
tubb3,424
c9orf142,425
rptor,426
prpf4b,427
map3k11,428
hsa_circ_0000254,429
hsa_circ_0025039,430
cct6p1,431
hsa_circ_0088030,432
mov10,433
fam208a,434
lama3,435
col7a1,436
col19a1,437
znf532,438
lhpp,439
hsa_circ_0092303,440
gpc3,441
bmpr1b,442
atp8b3,443
rad23a,444
tp53bp2,445
ube3a,446
vegfc,447
nob1,448
tbc1d15,449
znf720,450
ep400,451
dcp1b,452
rwdd4,453
otud7b,454
pipox,455
tbc1d20,456
crebbp,457
triobp,458
ltv1,459
bcl2l2,460
preb,461
cnot8,462
col4a1,463
man1a2,464
dgka,465
hsa_circ_0021372,466
hsa_circ_0000646,467
hsa_circ_0059655,468
hsd17b4,469
slc39a5,470
uaca,471
smek2,472
stambpl1,473
hsa_circ_0068459,474
snord116-22,475
zbtb11,476
scml1,477
dcakd,478
nub1,479
fopnl,480
fat4,481
ptprn2,482
hif1an,483
topbp1,484
dtwd1,485
thoc5,486
smg1,487
ggcx,488
tnik,489
rnf122,490
phlda2,491
circtcf25,492
iqsec2,493
efna4,494
fnbp1,495
sdc3,496
lsm1,497
tcons_00017187,498
ubn1,499
coil,500
fam111a,501
ptprcap,502
heatr5a,503
asap1,504
c1orf122,505
hsa_circ_0075341,506
frem2,507
sh3pxd2a,508
eef1a2,509
ddost,510
fam118b,511
znf584,512
stx6,513
lpin2,514
chek1,515
glt8d2,516
cdan1,517
ap1s2,518
sema6a,519
hsa_circ_0033988,520
mt1e,521
cit,522
kbtbd2,523
letm2,524
pspc1,525
mpp2,526
npepps,527
adora2a,528
tmem8b,529
ets2,530
pigp,531
c7orf60,532
hsa_circ_0061140,533
sox13,534
zkscan3,535
surf4,536
gk5,537
msrb3,538
gpr153,539
myo5a,540
tanc2,541
slc35b2,542
hsa_circ_0001038,543
nrxn3,544
dock9,545
plekha2,546
efcab11,547
bpnt1,548
phf12,549
slc39a10,550
snapc2,551
btrc,552
c17orf75,553
itgb7,554
itga2b,555
cyp2u1,556
hsa_circ_0004587,557
oip5-as1,558
fam105a,559
msn,560
ndufa3,561
pon2,562
znf616,563
hsa_circrna_101645,564
mir650,565
atxn3,566
accs,567
pgs1,568
cyp27a1,569
tcp11l2,570
r3hdm2,571
hsa_circ_0003340,572
mtx3,573
hsa_circrna_004674,574
hsa_circrna_004121,575
creg1,576
hcfc1,577
ptgs2,578
rgpd1,579
setmar,580
polr2i,581
hsa_circ_0023303,582
cdc25a,583
hsa_circ_0000142,584
inpp4a,585
hsa_circrna_104169,586
wdr36,587
kiaa0232,588
gtpbp3,589
cstb,590
loxl3,591
gps1,592
slc25a11,593
maged4b,594
map2k4,595
s100a14,596
hsa_circ_0000700,597
lin52,598
hsa_circ_0000735,599
stom,600
scnm1,601
abr,602
tipin,603
hsa_circ_0001666,604
fndc3a,605
hsa_circ_0101145,606
e2f1,607
tuba4a,608
tars,609
ppp2cb,610
pycr1,611
hsa_circ_0092516,612
dusp9,613
ebf4,614
deaf1,615
tpcn1,616
ap3d1,617
gpr173,618
clk3,619
pappa,620
dync1li1,621
klhdc3,622
trappc4,623
rab28,624
hsa_circ_0101308,625
cbs,626
hsa_circ_0136666,627
tmem120a,628
nfia,629
c11orf65,630
mtrf1l,631
tcerg1,632
pcmtd2,633
hsa_circ_0001566,634
znf611,635
znf79,636
calcoco2,637
gtf2h3,638
vps26a,639
hsa_circ_0051079,640
rps28,641
tsg101,642
rrn3,643
hsa_circ_0091579,644
kdm1b,645
tmem39b,646
srr,647
znf622,648
heatr1,649
dhx35,650
notch3,651
vezt,652
ccdc149,653
znf628,654
polr2j2,655
tjp3,656
nt5c2,657
actr2,658
stxbp3,659
ctsd,660
clmp,661
arhgef2,662
patl1,663
scarb1,664
hsa_circ_0020093,665
slc7a7,666
notch2,667
mgat3,668
gmeb2,669
gbap1,670
smoc1,671
flot2,672
tbc1d10b,673
rsg1,674
hsa_circ_0029407,675
enoph1,676
ndst1,677
c11orf68,678
arhgap12,679
akap9,680
clasp2,681
hsa_circ_0006990,682
srsf9,683
dtl,684
phlpp2,685
lrsam1,686
prkag1,687
hps4,688
ndufs1,689
gbp3,690
fto,691
cnot2,692
gpc4,693
rps4y1,694
rpl24,695
ect2,696
hsa_circ_0069718,697
sel1l3,698
mcm5,699
gpbp1,700
med23,701
mtmr7,702
ppan-p2ry11,703
cav2,704
asph,705
eif4b,706
rexo2,707
rnaseh2c,708
ca13,709
hsa_circ_0020594,710
dcaf4,711
trib2,712
hsa_circ_0016347,713
eif4h,714
ei24,715
wdr70,716
sbds,717
bgn,718
hsa_circ_0054633,719
rragb,720
camsap3,721
erich1,722
gigyf2,723
hsa_circ_0061259,724
pou2af1,725
spata2l,726
acot12,727
nsrp1,728
xrcc1,729
iqcb1,730
znf277,731
piwil2,732
hsa_circ_0008287,733
tnrc6c,734
slc23a2,735
psmb2,736
bmi1,737
gucy1a2,738
hsa_circ_0102958,739
dnajc13,740
hsa_circ_0000144,741
dvl1,742
atp5d,743
hsa_circ_0066922,744
arhgdib,745
lasp1,746
cnpy2,747
hsa_circ_0006276,748
icam2,749
vwce,750
pja2,751
commd10,752
hsa_circ_0033144,753
hsa_circ_0032463,754
fam84b,755
hsa_circ_0003119,756
ivl,757
golt1a,758
thtpa,759
gpx1,760
btd,761
med6,762
hsa_circ_0000375,763
bzw1,764
hsa_circ_0057336,765
hexb,766
ypel1,767
decr1,768
fam49b,769
hsa_circ_0074033,770
zbtb44,771
gtf2e1,772
spata21,773
zscan21,774
c19orf24,775
tusc2,776
wdyhv1,777
hras,778
timm8a,779
arhgef19,780
kiaa1211,781
hsa_circ_0072567,782
nolc1,783
hsa_circ_0000003,784
fbxl19,785
tmem109,786
fam98a,787
msra,788
tmem67,789
hsa_circ_0040103,790
znf250,791
hsa_circ_0000212,792
kal1,793
hsa_circ_0000896,794
trim33,795
isyna1,796
mvk,797
hsa_circ_0039388,798
rfx5,799
srm,800
dnmbp,801
tmem5,802
hsa_circ_0058063,803
hsa_circ_0000893,804
suz12,805
hsa_circ_0007121,806
cdc42bpb,807
rnf168,808
mcoln2,809
map9,810
tnfrsf17,811
ttyh3,812
als2cl,813
dkk2,814
znf589,815
itfg3,816
pkp1,817
hsa_circ_0010170,818
cdc6,819
slc25a44,820
bysl,821
hsa_circ_0049613,822
dennd4b,823
trim5,824
atg3,825
golph3l,826
hsa_circ_0001741,827
dcaf16,828
haus6,829
hsa_circ_0030605,830
rad9a,831
eya3,832
nfx1,833
kazald1,834
hsa_circ_0001819,835
fchsd2,836
rnf2,837
c1d,838
ehbp1,839
